Taxon_ID	Taxon_Name	Taxonomic_Level	Total_Reads	Abundance_Percentage
F	45594	          Caminicellaceae	0	1	  0.00
G	45595	            Caminicella	1	1	  0.00
O	1863	        Clostridiales	0	72	  0.16
F	25630	          Clostridiaceae	0	72	  0.16
G	45342	            Clostridium sensu stricto 1	61	61	  0.14
G	45360	            Clostridium sensu stricto 9	5	5	  0.01
G	45345	            Clostridium sensu stricto 12	3	3	  0.01
G	45346	            Clostridium sensu stricto 13	2	2	  0.00
G	45354	            Clostridium sensu stricto 3	1	1	  0.00
O	45508	        Oscillospirales	0	40	  0.09
F	45536	          Ruminococcaceae	0	22	  0.05
G	45544	            Faecalibacterium	7	7	  0.02
G	45552	            Ruminococcus	7	7	  0.02
G	45553	            Subdoligranulum	4	4	  0.01
G	45541	            Candidatus Soleaferrea	3	3	  0.01
G	45547	            Incertae Sedis	1	1	  0.00
F	50175	          Hungateiclostridiaceae	2	10	  0.02
G	50177	            Anaerobacterium	2	2	  0.00
G	50186	            Ruminiclostridium	2	2	  0.00
G	50180	            Fastidiosipila	1	1	  0.00
G	50182	            Hungateiclostridium	1	1	  0.00
G	50187	            Saccharofermentans	1	1	  0.00
G	50190	            uncultured	1	1	  0.00
F	45558	          UCG-010	5	5	  0.01
F	45520	          Oscillospiraceae	0	3	  0.01
G	45524	            NK4A214 group	1	1	  0.00
G	45532	            UCG-005	1	1	  0.00
G	45535	            uncultured	1	1	  0.00
O	45405	        Lachnospirales	0	25	  0.06
F	45409	          Lachnospiraceae	3	24	  0.05
G	45502	            uncultured	4	4	  0.01
G	45476	            Roseburia	3	3	  0.01
G	45496	            [Ruminococcus] gauvreauii group	3	3	  0.01
G	45422	            Blautia	3	3	  0.01
G	45482	            Tyzzerella	2	2	  0.00
G	45446	            Lachnoclostridium	2	2	  0.00
G	45452	            Lachnospiraceae ND3007 group	1	1	  0.00
G	45443	            Johnsonella	1	1	  0.00
G	45498	            [Ruminococcus] torques group	1	1	  0.00
G	45421	            Anaerostipes	1	1	  0.00
F	45406	          Defluviitaleaceae	0	1	  0.00
G	45408	            Defluviitaleaceae UCG-011	1	1	  0.00
O	45370	        Eubacteriales	0	2	  0.00
F	45376	          Eubacteriaceae	0	2	  0.00
G	45378	            Eubacterium	1	1	  0.00
G	45379	            Pseudoramibacter	1	1	  0.00
O	45325	        Christensenellales	0	1	  0.00
F	45326	          Christensenellaceae	0	1	  0.00
G	45329	            Christensenellaceae R-7 group	1	1	  0.00
O	45331	        Clostridia UCG-014	1	1	  0.00
O	45505	        Monoglobales	0	1	  0.00
F	45506	          Monoglobaceae	0	1	  0.00
G	45507	            Monoglobus	1	1	  0.00
C	1673	      Bacilli	0	64	  0.14
O	1674	        Bacillales	0	32	  0.07
F	1680	          Bacillaceae	0	32	  0.07
G	1688	            Bacillus	32	32	  0.07
O	1800	        Lactobacillales	0	19	  0.04
F	1828	          Enterococcaceae	0	5	  0.01
G	1831	            Enterococcus	5	5	  0.01
F	1836	          Lactobacillaceae	1	5	  0.01
G	50160	            Limosilactobacillus	2	2	  0.00
G	50159	            Ligilactobacillus	2	2	  0.00
F	45256	          Listeriaceae	0	4	  0.01
G	45258	            Listeria	4	4	  0.01
F	1811	          Carnobacteriaceae	0	3	  0.01
G	1826	            Trichococcus	3	3	  0.01
F	1850	          Streptococcaceae	0	2	  0.00
G	1853	            Streptococcus	2	2	  0.00
O	45284	        Staphylococcales	0	10	  0.02
F	45287	          Staphylococcaceae	0	10	  0.02
G	45295	            Staphylococcus	10	10	  0.02
O	45148	        Acholeplasmatales	0	1	  0.00
F	45149	          Acholeplasmataceae	0	1	  0.00
G	45150	            Acholeplasma	1	1	  0.00
O	45200	        Erysipelotrichales	0	1	  0.00
F	45214	          Erysipelotrichaceae	0	1	  0.00
G	45238	            uncultured	1	1	  0.00
O	45246	        Izemoplasmatales	0	1	  0.00
F	45247	          Izemoplasmataceae	1	1	  0.00
C	2164	      Negativicutes	0	7	  0.02
O	45752	        Veillonellales-Selenomonadales	0	7	  0.02
F	45766	          Sporomusaceae	0	5	  0.01
G	45779	            uncultured	4	4	  0.01
G	45768	            Anaeromusa-Anaeroarcus	1	1	  0.00
F	45753	          Selenomonadaceae	0	2	  0.00
G	45754	            Anaerovibrio	1	1	  0.00
G	45757	            Mitsuokella	1	1	  0.00
P	45873	    Gemmatimonadota	0	137	  0.31
C	45876	      Gemmatimonadetes	0	137	  0.31
O	45877	        Gemmatimonadales	0	137	  0.31
F	45878	          Gemmatimonadaceae	1	137	  0.31
G	45879	            Gemmatimonas	128	128	  0.29
G	45881	            uncultured	8	8	  0.02
P	25752	    Patescibacteria	0	57	  0.13
C	25772	      Microgenomatia	0	37	  0.08
O	25776	        Candidatus Collierbacteria	19	19	  0.04
O	25782	        Candidatus Roizmanbacteria	8	8	  0.02
O	25781	        Candidatus Pacebacteria	7	7	  0.02
O	25780	        Candidatus Levybacteria	2	2	  0.00
O	25785	        Candidatus Woykebacteria	1	1	  0.00
C	25821	      Saccharimonadia	0	13	  0.03
O	25822	        Saccharimonadales	7	13	  0.03
F	46008	          LWQ8	4	4	  0.01
F	25823	          Saccharimonadaceae	1	1	  0.00
F	46012	          WWH38	1	1	  0.00
C	25764	      Gracilibacteria	0	3	  0.01
O	25765	        Absconditabacteriales (SR1)	2	2	  0.00
O	25767	        Candidatus Peregrinibacteria	1	1	  0.00
C	25753	      ABY1	0	1	  0.00
O	25760	        Candidatus Magasanikbacteria	1	1	  0.00
C	25762	      Berkelbacteria	1	1	  0.00
C	25786	      Parcubacteria	1	1	  0.00
C	46007	      Dojkabacteria	1	1	  0.00
P	44430	    Bdellovibrionota	0	29	  0.07
C	44443	      Oligoflexia	0	16	  0.04
O	44444	        0319-6G20	9	9	  0.02
O	44446	        Oligoflexales	0	7	  0.02
F	50040	          Oligoflexaceae	0	7	  0.02
G	50043	            uncultured	7	7	  0.02
C	44431	      Bdellovibrionia	0	13	  0.03
O	44438	        Bdellovibrionales	0	9	  0.02
F	44439	          Bdellovibrionaceae	0	9	  0.02
G	44441	            OM27 clade	9	9	  0.02
O	44432	        Bacteriovoracales	0	4	  0.01
F	44433	          Bacteriovoracaceae	0	4	  0.01
G	44434	            Bacteriovorax	3	3	  0.01
G	44436	            Peredibacter	1	1	  0.00
P	46016	    Planctomycetota	0	18	  0.04
C	46071	      Planctomycetes	0	12	  0.03
O	46072	        Gemmatales	0	7	  0.02
F	46073	          Gemmataceae	0	7	  0.02
G	46079	            uncultured	7	7	  0.02
O	46089	        Pirellulales	0	4	  0.01
F	46090	          Pirellulaceae	0	4	  0.01
G	46099	            Pirellula	4	4	  0.01
O	46108	        Planctomycetales	0	1	  0.00
F	46121	          uncultured	1	1	  0.00
C	46033	      Phycisphaerae	0	6	  0.01
O	46063	        Tepidisphaerales	0	6	  0.01
F	46067	          WD2101 soil group	6	6	  0.01
P	45909	    Myxococcota	0	13	  0.03
C	45932	      Polyangia	0	13	  0.03
O	45935	        Haliangiales	0	6	  0.01
F	45936	          Haliangiaceae	0	6	  0.01
G	45937	            Haliangium	6	6	  0.01
O	45933	        Blfdi19	5	5	  0.01
O	45939	        MidBa8	2	2	  0.00
P	45116	    Fibrobacterota	0	11	  0.02
C	45126	      Fibrobacteria	0	10	  0.02
O	45127	        Fibrobacterales	0	10	  0.02
F	45135	          Fibrobacteraceae	0	9	  0.02
G	45140	            uncultured	6	6	  0.01
G	45137	            possible genus 04	3	3	  0.01
F	45147	          uncultured	1	1	  0.00
C	45117	      Chitinivibrionia	0	1	  0.00
O	45118	        Chitinivibrionales	0	1	  0.00
F	45119	          Chitinivibrionaceae	0	1	  0.00
G	45121	            possible genus 03	1	1	  0.00
P	1385	    Chloroflexi	0	7	  0.02
C	1411	      Chloroflexia	0	3	  0.01
O	1413	        Chloroflexales	0	1	  0.00
F	1422	          Roseiflexaceae	0	1	  0.00
G	25158	            uncultured	1	1	  0.00
O	11231	        Kallotenuales	0	1	  0.00
F	11232	          AKIW781	1	1	  0.00
O	25163	        Thermomicrobiales	0	1	  0.00
F	25165	          JG30-KF-CM45	1	1	  0.00
C	1386	      Anaerolineae	0	2	  0.00
O	25120	        1-20	1	1	  0.00
O	25146	        SJA-15	1	1	  0.00
C	1448	      KD4-96	1	1	  0.00
C	1480	      SL56 marine group	1	1	  0.00
P	44898	    Desulfobacterota	0	7	  0.02
C	45011	      Desulfuromonadia	0	6	  0.01
O	45039	        PB19	4	4	  0.01
O	45012	        Bradymonadales	1	1	  0.00
O	45022	        Geobacterales	0	1	  0.00
F	45023	          Geobacteraceae	0	1	  0.00
G	45025	            Geobacter	1	1	  0.00
C	45087	      uncultured	1	1	  0.00
P	46587	    Spirochaetota	1	6	  0.01
C	46608	      MVP-15	3	3	  0.01
C	46609	      Spirochaetia	0	2	  0.00
O	46610	        Spirochaetales	0	2	  0.00
F	46611	          Spirochaetaceae	0	2	  0.00
G	46625	            uncultured	2	2	  0.00
P	43177	    Acidobacteriota	0	4	  0.01
C	43237	      Holophagae	0	3	  0.01
O	43242	        Holophagales	0	2	  0.00
F	43243	          Holophagaceae	0	2	  0.00
G	43244	            Geothrix	1	1	  0.00
G	43245	            Holophaga	1	1	  0.00
O	43248	        Subgroup 7	1	1	  0.00
C	43267	      Vicinamibacteria	0	1	  0.00
O	43271	        Vicinamibacterales	0	1	  0.00
F	43272	          Vicinamibacteraceae	0	1	  0.00
G	43273	            Luteitalea	1	1	  0.00
P	45985	    Nitrospirota	0	4	  0.01
C	45994	      Nitrospiria	0	4	  0.01
O	45995	        Nitrospirales	0	4	  0.01
F	45996	          Nitrospiraceae	0	4	  0.01
G	45997	            Nitrospira	4	4	  0.01
P	45093	    Elusimicrobiota	0	4	  0.01
C	45095	      Elusimicrobia	0	2	  0.00
O	45102	        MVP-88	2	2	  0.00
C	45107	      Lineage IIa	2	2	  0.00
P	45976	    Nitrospinota	0	3	  0.01
C	45984	      P9X2b3D02	3	3	  0.01
P	45896	    MBNT15	3	3	  0.01
P	25541	    Dependentiae	0	3	  0.01
C	25542	      Babeliae	0	3	  0.01
O	25543	        Babeliales	0	3	  0.01
F	25548	          Vermiphilaceae	2	2	  0.00
F	25546	          UBA12409	1	1	  0.00
P	45855	    Fusobacteriota	0	3	  0.01
C	45856	      Fusobacteriia	0	3	  0.01
O	45857	        Fusobacteriales	0	3	  0.01
F	45864	          Leptotrichiaceae	0	3	  0.01
G	45866	            Hypnocyclicus	3	3	  0.01
P	46628	    Sumerlaeota	0	3	  0.01
C	46629	      Sumerlaeia	0	3	  0.01
O	46630	        Sumerlaeales	0	3	  0.01
F	46631	          Sumerlaeaceae	0	3	  0.01
G	46632	            Sumerlaea	3	3	  0.01
P	46586	    SAR324 clade(Marine group B)	3	3	  0.01
P	46635	    Synergistota	0	2	  0.00
C	46636	      Synergistia	0	2	  0.00
O	46637	        Synergistales	0	2	  0.00
F	46638	          Synergistaceae	0	2	  0.00
G	46648	            Fretibacterium	1	1	  0.00
G	46657	            uncultured	1	1	  0.00
P	27012	    Zixibacteria	1	1	  0.00
P	11400	    Hydrogenedentes	0	1	  0.00
C	25702	      Hydrogenedentia	0	1	  0.00
O	25703	        Hydrogenedentiales	0	1	  0.00
F	25704	          Hydrogenedensaceae	1	1	  0.00
P	27010	    WPS-2	1	1	  0.00
P	27011	    WS4	1	1	  0.00
P	43172	    Abditibacteriota	0	1	  0.00
C	43173	      Abditibacteria	0	1	  0.00
O	43174	        Abditibacteriales	0	1	  0.00
F	43175	          Abditibacteriaceae	0	1	  0.00
G	43176	            Abditibacterium	1	1	  0.00
P	45897	    Methylomirabilota	0	1	  0.00
C	45898	      Methylomirabilia	0	1	  0.00
O	45899	        Methylomirabilales	0	1	  0.00
F	45900	          Methylomirabilaceae	0	1	  0.00
G	45906	            wb1-A12	1	1	  0.00
U	0	unclassified	85	85	  0.01
R	1	root	0	1671933	 99.99
D	3	  Bacteria	551	1671932	 99.99
P	2375	    Proteobacteria	9	1045186	 62.51
C	3303	      Gammaproteobacteria	84	1044888	 62.49
O	46449	        Enterobacterales	395	1033157	 61.79
F	46454	          Enterobacteriaceae	8056	1031964	 61.72
G	46463	            Escherichia-Shigella	974496	974496	 58.28
G	46462	            Enterobacter	19949	19949	  1.19
G	46474	            Salmonella	18972	18972	  1.13
G	46465	            Klebsiella	6595	6595	  0.39
G	46459	            Citrobacter	2421	2421	  0.14
G	46467	            Kosakonia	834	834	  0.05
G	46466	            Kluyvera	197	197	  0.01
G	46460	            Cronobacter	111	111	  0.01
G	46468	            Lelliottia	75	75	  0.00
G	46464	            Franconibacter	63	63	  0.00
G	46473	            Raoultella	58	58	  0.00
G	46457	            Buttiauxella	30	30	  0.00
G	46476	            Trabulsiella	27	27	  0.00
G	46470	            Plesiomonas	16	16	  0.00
G	46471	            Pluralibacter	16	16	  0.00
G	46461	            Enterobacillus	15	15	  0.00
G	46475	            Shimwellia	13	13	  0.00
G	46469	            Mangrovibacter	10	10	  0.00
G	46472	            Pseudocitrobacter	4	4	  0.00
G	46477	            Yokenella	2	2	  0.00
G	46458	            Cedecea	2	2	  0.00
G	46456	            Atlantibacter	2	2	  0.00
F	46536	          Yersiniaceae	0	167	  0.01
G	46541	            Serratia	130	130	  0.01
G	46542	            Yersinia	23	23	  0.00
G	46539	            Rahnella1	14	14	  0.00
F	46478	          Erwiniaceae	10	166	  0.01
G	46483	            Pantoea	121	121	  0.01
G	46480	            Erwinia	21	21	  0.00
G	46481	            Incertae Sedis	7	7	  0.00
G	46486	            Siccibacter	3	3	  0.00
G	46482	            Izhakiella	2	2	  0.00
G	46485	            Rosenbergiella	1	1	  0.00
G	46487	            Tatumella	1	1	  0.00
F	50342	          Vibrionaceae	5	154	  0.01
G	50351	            Vibrio	142	142	  0.01
G	50348	            Photobacterium	5	5	  0.00
G	50349	            Salinivibrio	1	1	  0.00
G	50350	            Thaumasiovibrio	1	1	  0.00
F	50287	          Pasteurellaceae	7	72	  0.00
G	50288	            Actinobacillus	22	22	  0.00
G	50300	            Haemophilus	20	20	  0.00
G	50311	            Rodentibacter	19	19	  0.00
G	50310	            Phocoenobacter	2	2	  0.00
G	50289	            Aggregatibacter	1	1	  0.00
G	50309	            Pasteurella	1	1	  0.00
F	46493	          Morganellaceae	5	69	  0.00
G	46520	            Providencia	12	12	  0.00
G	46515	            Incertae Sedis	11	11	  0.00
G	46517	            Morganella	9	9	  0.00
G	46519	            Proteus	7	7	  0.00
G	46495	            Buchnera	5	5	  0.00
G	46523	            endosymbionts	4	4	  0.00
G	46509	            Candidatus Regiella	3	3	  0.00
G	46500	            Candidatus Curculioniphilus	3	3	  0.00
G	46497	            Candidatus Baumannia	2	2	  0.00
G	46508	            Candidatus Purcelliella	2	2	  0.00
G	46494	            Arsenophonus	2	2	  0.00
G	46524	            uncultured	1	1	  0.00
G	46498	            Candidatus Benitsuchiphilus	1	1	  0.00
G	46518	            Photorhabdus	1	1	  0.00
G	46511	            Candidatus Rosenkranzia	1	1	  0.00
F	46525	          Pectobacteriaceae	0	49	  0.00
G	46531	            Sodalis	39	39	  0.00
G	46530	            Pectobacterium	8	8	  0.00
G	46526	            Brenneria	1	1	  0.00
G	46528	            Lonsdalea	1	1	  0.00
F	50231	          Aeromonadaceae	0	42	  0.00
G	50232	            Aeromonas	35	35	  0.00
G	50235	            Tolumonas	7	7	  0.00
F	50333	          Succinivibrionaceae	0	20	  0.00
G	50338	            Succinivibrio	18	18	  0.00
G	50336	            Succinatimonas	1	1	  0.00
G	50339	            Succinivibrionaceae UCG-001	1	1	  0.00
F	50329	          Shewanellaceae	0	12	  0.00
G	50332	            Shewanella	11	11	  0.00
G	50330	            Ferrimonas	1	1	  0.00
F	50237	          Alteromonadaceae	0	12	  0.00
G	50242	            Alteromonas	5	5	  0.00
G	50251	            Rheinheimera	4	4	  0.00
G	50241	            Alishewanella	1	1	  0.00
G	50246	            Glaciecola	1	1	  0.00
G	50249	            Paraglaciecola	1	1	  0.00
F	46490	          Hafniaceae	0	11	  0.00
G	46491	            Edwardsiella	10	10	  0.00
G	46492	            Hafnia-Obesumbacterium	1	1	  0.00
F	50319	          Pseudoalteromonadaceae	0	9	  0.00
G	50321	            Pseudoalteromonas	9	9	  0.00
F	50257	          Colwelliaceae	0	5	  0.00
G	50262	            uncultured	4	4	  0.00
G	50258	            Colwellia	1	1	  0.00
F	50267	          Idiomarinaceae	0	3	  0.00
G	50269	            Idiomarina	3	3	  0.00
F	50281	          Orbaceae	0	2	  0.00
G	50283	            Frischella	1	1	  0.00
G	50285	            Orbus	1	1	  0.00
F	46450	          Budviciaceae	0	2	  0.00
G	46452	            Leminorella	2	2	  0.00
F	50271	          Kangiellaceae	0	1	  0.00
G	50275	            uncultured	1	1	  0.00
F	50324	          Psychromonadaceae	0	1	  0.00
G	50328	            Psychromonas	1	1	  0.00
F	46533	          Thorselliaceae	0	1	  0.00
G	46535	            Thorsellia	1	1	  0.00
O	3709	        Pseudomonadales	5	10319	  0.62
F	3718	          Pseudomonadaceae	0	10289	  0.62
G	3723	            Pseudomonas	10289	10289	  0.62
F	3710	          Moraxellaceae	3	14	  0.00
G	3711	            Acinetobacter	9	9	  0.00
G	3715	            Perlucidibaca	1	1	  0.00
G	3716	            Psychrobacter	1	1	  0.00
F	50397	          Halomonadaceae	0	2	  0.00
G	50404	            Halomonas	2	2	  0.00
F	50356	          Alcanivoracaceae1	0	2	  0.00
G	50357	            Alcanivorax	2	2	  0.00
F	50454	          SAR86 clade	2	2	  0.00
F	50450	          Pseudohongiellaceae	0	1	  0.00
G	50452	            Pseudohongiella	1	1	  0.00
F	50387	          Halieaceae	0	1	  0.00
G	50394	            OM60(NOR5) clade	1	1	  0.00
F	50380	          Endozoicomonadaceae	0	1	  0.00
G	50381	            Endozoicomonas	1	1	  0.00
F	50455	          Saccharospirillaceae	0	1	  0.00
G	50464	            Reinekea	1	1	  0.00
F	50470	          Spongiibacteraceae	0	1	  0.00
G	50471	            BD1-7 clade	1	1	  0.00
O	46187	        Burkholderiales	18	1214	  0.07
F	46259	          Comamonadaceae	129	925	  0.06
G	46269	            Comamonas	134	134	  0.01
G	46283	            Limnohabitans	120	120	  0.01
G	46260	            Acidovorax	73	73	  0.00
G	46298	            Rhodoferax	71	71	  0.00
G	46272	            Delftia	54	54	  0.00
G	46309	            Variovorax	51	51	  0.00
G	46315	            uncultured	45	45	  0.00
G	46292	            Polaromonas	25	25	  0.00
G	46276	            Hydrogenophaga	24	24	  0.00
G	46266	            Caenimonas	20	20	  0.00
G	46273	            Diaphorobacter	20	20	  0.00
G	46290	            Pelomonas	20	20	  0.00
G	46296	            Ramlibacter	18	18	  0.00
G	46303	            Simplicispira	17	17	  0.00
G	46262	            Aquabacterium	15	15	  0.00
G	46304	            Sphaerotilus	11	11	  0.00
G	46297	            Rhizobacter	9	9	  0.00
G	46265	            Brachymonas	8	8	  0.00
G	46294	            Pseudorhodoferax	8	8	  0.00
G	46268	            Candidatus Symbiobacter	7	7	  0.00
G	46310	            Verminephrobacter	7	7	  0.00
G	46282	            Leptothrix	7	7	  0.00
G	46288	            Ottowia	4	4	  0.00
G	46312	            Xylophilus	3	3	  0.00
G	46289	            Paucibacter	3	3	  0.00
G	46271	            Curvibacter	3	3	  0.00
G	46281	            Lampropedia	2	2	  0.00
G	46261	            Alicycliphilus	2	2	  0.00
G	46287	            Mitsuaria	2	2	  0.00
G	46278	            Ideonella	2	2	  0.00
G	46293	            Pseudacidovorax	2	2	  0.00
G	46274	            Extensimonas	2	2	  0.00
G	46284	            Macromonas	1	1	  0.00
G	46311	            Xenophilus	1	1	  0.00
G	46307	            Thiomonas	1	1	  0.00
G	46305	            Tepidicella	1	1	  0.00
G	46295	            RS62 marine group	1	1	  0.00
G	46285	            Malikia	1	1	  0.00
G	46279	            Inhella	1	1	  0.00
F	46220	          Burkholderiaceae	2	67	  0.00
G	46229	            Polynucleobacter	46	46	  0.00
G	46221	            Burkholderia-Caballeronia-Paraburkholderia	10	10	  0.00
G	46226	            Limnobacter	3	3	  0.00
G	46230	            Ralstonia	3	3	  0.00
G	46225	            Lautropia	2	2	  0.00
G	46224	            Cupriavidus	1	1	  0.00
F	46337	          Methylophilaceae	3	56	  0.00
G	46347	            uncultured	37	37	  0.00
G	46342	            Methylophilus	4	4	  0.00
G	46345	            OM43 clade	4	4	  0.00
G	46343	            Methylotenera	3	3	  0.00
G	46346	            UBA6140	2	2	  0.00
G	46338	            Candidatus Methylopumilus	1	1	  0.00
G	46340	            MM2	1	1	  0.00
G	46341	            Methylobacillus	1	1	  0.00
F	46189	          Alcaligenaceae	6	34	  0.00
G	46190	            Achromobacter	14	14	  0.00
G	46200	            GKS98 freshwater group	7	7	  0.00
G	46192	            Alcaligenes	4	4	  0.00
G	46194	            Bordetella	1	1	  0.00
G	46202	            Oligella	1	1	  0.00
G	46206	            Parapusillimonas	1	1	  0.00
F	46375	          Oxalobacteraceae	6	33	  0.00
G	46388	            Massilia	14	14	  0.00
G	46383	            Duganella	4	4	  0.00
G	46397	            Undibacterium	3	3	  0.00
G	46387	            Janthinobacterium	3	3	  0.00
G	46380	            Candidatus Vidania	2	2	  0.00
G	46382	            Collimonas	1	1	  0.00
F	46403	          Rhodocyclaceae	2	27	  0.00
G	46424	            Sulfuritalea	5	5	  0.00
G	46428	            Zoogloea	4	4	  0.00
G	46413	            Denitratisoma	4	4	  0.00
G	46425	            Thauera	3	3	  0.00
G	46411	            Dechloromonas	2	2	  0.00
G	46426	            Uliginosibacterium	2	2	  0.00
G	46429	            uncultured	1	1	  0.00
G	46406	            Azospira	1	1	  0.00
G	46408	            C39	1	1	  0.00
G	46409	            Candidatus Accumulibacter	1	1	  0.00
G	46404	            Azoarcus	1	1	  0.00
F	46430	          SC-I-84	13	13	  0.00
F	46361	          Nitrosomonadaceae	0	11	  0.00
G	46364	            Ellin6067	5	5	  0.00
G	46367	            MND1	5	5	  0.00
G	46368	            Nitrosomonas	1	1	  0.00
F	46436	          Sutterellaceae	0	5	  0.00
G	46437	            AAP99	2	2	  0.00
G	46438	            Parasutterella	1	1	  0.00
G	46439	            Sutterella	1	1	  0.00
G	46440	            uncultured	1	1	  0.00
F	46442	          TRA3-20	5	5	  0.00
F	46237	          Chitinibacteraceae	0	4	  0.00
G	46240	            Chitinibacter	4	4	  0.00
F	46251	          Chromobacteriaceae	0	3	  0.00
G	46253	            Chromobacterium	1	1	  0.00
G	46254	            Crenobacter	1	1	  0.00
G	46258	            Vogesella	1	1	  0.00
F	46319	          Gallionellaceae	0	3	  0.00
G	46320	            Candidatus Nitrotoga	1	1	  0.00
G	46322	            Gallionella	1	1	  0.00
G	46323	            Sideroxydans	1	1	  0.00
F	46348	          Neisseriaceae	0	3	  0.00
G	46360	            uncultured	2	2	  0.00
G	46354	            Neisseria	1	1	  0.00
F	46431	          Sulfuricellaceae	0	2	  0.00
G	46432	            Ferritrophicum	2	2	  0.00
F	46248	          Chitinimonadaceae	0	2	  0.00
G	46249	            Chitinimonas	1	1	  0.00
G	46250	            Chitinivorax	1	1	  0.00
F	46325	          Hydrogenophilaceae	0	1	  0.00
G	46333	            uncultured	1	1	  0.00
F	46336	          MWH-UniP1 aquatic group	1	1	  0.00
F	46316	          EC94	1	1	  0.00
O	26616	        Diplorickettsiales	0	66	  0.00
F	26617	          Diplorickettsiaceae	0	66	  0.00
G	26620	            Rickettsiella	62	62	  0.00
G	26621	            uncultured	3	3	  0.00
G	26618	            Aquicella	1	1	  0.00
O	3786	        Xanthomonadales	0	28	  0.00
F	3799	          Xanthomonadaceae	1	25	  0.00
G	3801	            Arenimonas	10	10	  0.00
G	3818	            Stenotrophomonas	6	6	  0.00
G	3820	            Thermomonas	3	3	  0.00
G	3824	            uncultured	3	3	  0.00
G	3809	            Lysobacter	1	1	  0.00
G	3813	            Pseudoxanthomonas	1	1	  0.00
F	26864	          Rhodanobacteraceae	1	3	  0.00
G	46583	            Ahniella	1	1	  0.00
G	26868	            Dokdonella	1	1	  0.00
O	3552	        Legionellales	0	9	  0.00
F	3559	          Legionellaceae	0	9	  0.00
G	3560	            Legionella	9	9	  0.00
O	26825	        Steroidobacterales	0	4	  0.00
F	26826	          Steroidobacteraceae	0	3	  0.00
G	26829	            uncultured	3	3	  0.00
F	26830	          Woeseiaceae	0	1	  0.00
G	26832	            Woeseia	1	1	  0.00
O	3535	        Gammaproteobacteria Incertae Sedis	0	4	  0.00
F	3536	          Unknown Family	2	4	  0.00
G	14661	            uncultured	2	2	  0.00
O	3563	        Methylococcales	0	2	  0.00
F	46553	          Methylomonadaceae	0	2	  0.00
G	46558	            Methylobacter	1	1	  0.00
G	46562	            Methylomonas	1	1	  0.00
O	26660	        Ga0077536	1	1	  0.00
C	2379	      Alphaproteobacteria	2	289	  0.02
O	2557	        Rhodobacterales	0	133	  0.01
F	2558	          Rhodobacteraceae	13	133	  0.01
G	2624	            Rhodobacter	24	24	  0.00
G	2607	            Paracoccus	20	20	  0.00
G	2666	            uncultured	18	18	  0.00
G	2654	            Tabrizicola	13	13	  0.00
G	2620	            Pseudorhodobacter	11	11	  0.00
G	14530	            Cereibacter	9	9	  0.00
G	46168	            Yoonia-Loktanella	3	3	  0.00
G	2645	            Ruegeria	3	3	  0.00
G	2638	            Roseobacter clade NAC11-7 lineage	2	2	  0.00
G	2634	            Roseivivax	2	2	  0.00
G	11449	            Epibacterium	1	1	  0.00
G	2562	            Amaricoccus	1	1	  0.00
G	2641	            Roseovarius	1	1	  0.00
G	2642	            Rubellimicrobium	1	1	  0.00
G	2626	            Rhodovulum	1	1	  0.00
G	2644	            Rubrimonas	1	1	  0.00
G	46163	            Flavimaricola	1	1	  0.00
G	2663	            Vadicella	1	1	  0.00
G	11445	            Amylibacter	1	1	  0.00
G	11453	            Paenirhodobacter	1	1	  0.00
G	46159	            Aestuariicoccus	1	1	  0.00
G	2569	            Defluviimonas	1	1	  0.00
G	2574	            Gemmobacter	1	1	  0.00
G	2572	            Falsirhodobacter	1	1	  0.00
G	11455	            Planktomarina	1	1	  0.00
O	2823	        Sphingomonadales	0	83	  0.00
F	2844	          Sphingomonadaceae	7	83	  0.00
G	2852	            Sphingomonas	16	16	  0.00
G	2846	            Novosphingobium	15	15	  0.00
G	2858	            uncultured	13	13	  0.00
G	2854	            Sphingorhabdus	9	9	  0.00
G	2850	            Sphingobium	8	8	  0.00
G	2853	            Sphingopyxis	8	8	  0.00
G	26240	            Altererythrobacter	3	3	  0.00
G	26245	            Erythrobacter	2	2	  0.00
G	26247	            Plot4-2H12	1	1	  0.00
G	2857	            Zymomonas	1	1	  0.00
O	2421	        Rhizobiales	3	41	  0.00
F	2525	          Rhizobiaceae	1	12	  0.00
G	26091	            Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	6	6	  0.00
G	26127	            uncultured	2	2	  0.00
G	26112	            Mesorhizobium	2	2	  0.00
G	26106	            Falsochrobactrum	1	1	  0.00
F	2530	          Rhizobiales Incertae Sedis	0	9	  0.00
G	14525	            uncultured	8	8	  0.00
G	11437	            Alsobacter	1	1	  0.00
F	2545	          Xanthobacteraceae	0	5	  0.00
G	26151	            Bradyrhizobium	3	3	  0.00
G	2548	            Azorhizobium	1	1	  0.00
G	2554	            uncultured	1	1	  0.00
F	2435	          Beijerinckiaceae	0	4	  0.00
G	26054	            alphaI cluster	2	2	  0.00
G	46157	            Methylobacterium-Methylorubrum	1	1	  0.00
G	26046	            Methylocystis	1	1	  0.00
F	26055	          Devosiaceae	0	3	  0.00
G	26058	            Devosia	3	3	  0.00
F	2472	          Hyphomicrobiaceae	1	3	  0.00
G	2480	            Hyphomicrobium	2	2	  0.00
F	2423	          A0839	1	1	  0.00
F	26071	          Methyloligellaceae	1	1	  0.00
